Trx_Rank,Trx_Vlu,Trx_Age,Customer_Age,Category In English,User_Id,Mer_Id,Active_User_Merchant,Active_User_Age,Cluster
1,198.0,192,192,F&B,1541,7,Low,Low,1
1,202.0,226,226,F&B,1562,7,Low,Low,1
1,246.0,2,2,F&B,1570,7,Low,High,1
1,152.0,327,327,F&B,1573,7,Low,Low,1
1,172.0,349,34,F&B,1579,7,Low,High,1
2,124.0,144,34,F&B,1579,7,Low,High,1
3,53.0,34,34,F&B,1579,7,Low,High,1
1,900.0,324,78,F&B,1611,7,Low,Medium,2
1,242.5,52,52,F&B,1619,7,Low,High,1
1,131.0,97,97,F&B,1621,7,Low,Medium,1
1,339.8,313,41,F&B,1631,7,Low,High,1
2,200.0,41,41,F&B,1631,7,Low,High,1
1,44.0,149,149,F&B,1636,7,Low,Medium,1
1,300.0,309,309,F&B,1645,7,Low,Low,1
1,142.0,265,265,F&B,1661,7,Low,Low,1
1,240.0,425,425,F&B,1686,7,Low,Very Low,1
1,220.0,343,343,F&B,1700,7,Low,Low,1
1,112.5,27,27,F&B,1705,7,Low,High,1
1,130.0,268,268,F&B,1715,7,Low,Low,1
1,178.0,86,86,F&B,1738,7,Low,Medium,1
1,172.0,345,345,F&B,1751,7,Low,Low,1
1,90.0,434,60,F&B,1792,7,Low,High,1
2,282.0,60,60,F&B,1792,7,Low,High,1
1,128.4,159,159,F&B,1805,7,Low,Medium,1
1,182.0,350,350,F&B,1841,7,Low,Low,1
1,280.0,123,123,F&B,1863,7,Low,Medium,1
1,384.0,27,27,F&B,1876,7,Low,High,1
1,125.0,261,261,F&B,1891,7,Low,Low,1
1,189.0,271,271,F&B,1892,7,Low,Low,1
1,350.0,246,246,F&B,1893,7,Low,Low,1
1,571.1,362,56,F&B,1914,7,Low,High,2
1,200.0,13,13,F&B,1941,7,Low,High,1
1,579.0,72,72,F&B,1984,7,Low,Medium,2
1,312.8,62,62,F&B,1986,7,Low,Medium,1
1,190.0,202,202,F&B,1993,7,Low,Low,1
1,186.0,182,182,F&B,2019,7,Low,Low,1
1,220.0,18,18,F&B,2031,7,Low,High,1
1,171.1,165,165,F&B,2063,7,Low,Medium,1
1,130.0,362,362,F&B,2077,7,Low,Low,1
1,225.6,259,12,F&B,2085,7,Low,High,1
1,322.0,365,153,F&B,2090,7,Low,Medium,1
1,104.9,446,446,F&B,2130,7,Low,Very Low,1
1,454.0,357,29,F&B,2148,7,Low,High,1
2,1000.0,29,29,F&B,2148,7,Low,High,2
1,162.0,72,72,F&B,2191,7,Low,Medium,1
1,114.0,333,157,F&B,2194,7,Low,Medium,1
2,50.0,157,157,F&B,2194,7,Low,Medium,1
1,360.0,46,46,F&B,2202,7,Low,High,1
1,205.5,270,270,F&B,2226,7,Low,Low,1
1,96.0,350,350,F&B,2233,7,Low,Low,1
1,210.0,44,44,F&B,2284,7,Low,High,1
1,120.0,173,173,F&B,2293,7,Low,Medium,1
1,160.0,357,357,F&B,2300,7,Low,Low,1
1,200.0,162,162,F&B,2330,7,Low,Medium,1
1,128.4,526,295,F&B,2337,7,Low,Low,1
2,62.0,451,295,F&B,2337,7,Low,Low,1
3,64.0,295,295,F&B,2337,7,Low,Low,1
1,170.0,371,371,F&B,2345,7,Low,Very Low,1
1,272.0,197,197,F&B,2365,7,Low,Low,1
1,348.0,113,65,F&B,2372,7,Low,Medium,1
2,230.0,101,65,F&B,2372,7,Low,Medium,1
3,216.0,65,65,F&B,2372,7,Low,Medium,1
1,150.0,430,131,F&B,2376,7,Low,Medium,1
1,218.0,13,13,F&B,2381,7,Low,High,1
1,146.0,355,355,F&B,2384,7,Low,Low,1
1,170.0,13,13,F&B,2388,7,Low,High,1
1,210.0,219,219,F&B,2396,7,Low,Low,1
1,236.0,51,51,F&B,2457,7,Low,High,1
1,126.0,381,20,F&B,2475,7,Low,High,1
1,368.0,215,167,F&B,2488,7,Low,Medium,1
2,228.0,167,167,F&B,2488,7,Low,Medium,1
1,188.0,199,199,F&B,2489,7,Low,Low,1
1,228.1,15,15,F&B,2491,7,Low,High,1
1,207.3,315,16,F&B,2499,7,Low,High,1
2,176.0,302,16,F&B,2499,7,Low,High,1
3,226.0,16,16,F&B,2499,7,Low,High,1
1,276.0,7,7,F&B,2500,7,Low,High,1
1,235.9,274,274,F&B,2510,7,Low,Low,1
1,130.0,60,60,F&B,2565,7,Low,High,1
1,210.0,265,265,F&B,2578,7,Low,Low,1
1,184.0,269,269,F&B,2587,7,Low,Low,1
1,182.0,351,75,F&B,2598,7,Low,Medium,1
1,150.0,439,439,F&B,2603,7,Low,Very Low,1
1,156.0,82,82,F&B,2610,7,Low,Medium,1
1,266.1,179,179,F&B,2612,7,Low,Medium,1
1,124.0,430,430,F&B,2620,7,Low,Very Low,1
1,262.0,131,131,F&B,2634,7,Low,Medium,1
1,100.0,361,361,F&B,2638,7,Low,Low,1
1,822.0,45,45,F&B,2645,7,Low,High,2
1,190.0,29,29,F&B,2652,7,Low,High,1
1,106.0,339,34,F&B,2675,7,Low,High,1
2,56.0,131,34,F&B,2675,7,Low,High,1
3,26.0,34,34,F&B,2675,7,Low,High,1
1,113.0,430,93,F&B,2682,7,Low,Medium,1
1,90.0,364,364,F&B,2697,7,Low,Low,1
1,149.0,342,342,F&B,2714,7,Low,Low,1
1,80.0,339,339,F&B,2727,7,Low,Low,1
1,252.0,84,84,F&B,2747,7,Low,Medium,1
1,288.0,30,30,F&B,2748,7,Low,High,1
1,370.0,211,107,F&B,2753,7,Low,Medium,1
2,196.0,107,107,F&B,2753,7,Low,Medium,1
1,250.0,52,52,F&B,2760,7,Low,High,1
1,226.0,7,7,F&B,2769,7,Low,High,1
1,222.0,301,301,F&B,2801,7,Low,Low,1
1,564.0,49,49,F&B,2831,7,Low,High,2
1,87.2,382,252,F&B,2870,7,Low,Low,1
2,32.0,252,252,F&B,2870,7,Low,Low,1
1,174.0,294,294,F&B,2896,7,Low,Low,1
1,220.0,284,284,F&B,2908,7,Low,Low,1
1,230.0,209,209,F&B,2911,7,Low,Low,1
1,240.0,329,55,F&B,2941,7,Low,High,1
1,194.0,368,368,F&B,2947,7,Low,Very Low,1
1,250.0,216,216,F&B,2951,7,Low,Low,1
1,232.0,263,24,F&B,2966,7,Low,High,1
2,98.0,24,24,F&B,2966,7,Low,High,1
1,188.6,154,154,F&B,2981,7,Low,Medium,1
1,176.0,270,270,F&B,2982,7,Low,Low,1
1,140.0,358,358,F&B,2994,7,Low,Low,1
1,638.0,48,48,F&B,2997,7,Low,High,2
1,161.0,371,371,F&B,3001,7,Low,Very Low,1
1,194.0,218,218,F&B,3024,7,Low,Low,1
1,224.7,264,264,F&B,3047,7,Low,Low,1
1,140.0,102,102,F&B,3053,7,Low,Medium,1
1,760.0,277,4,F&B,3083,7,Low,High,2
2,888.0,4,4,F&B,3083,7,Low,High,2
1,256.0,132,132,F&B,3103,7,Low,Medium,1
1,166.0,311,311,F&B,3115,7,Low,Low,1
1,528.7,349,256,F&B,3130,7,Low,Low,1
1,253.5,314,314,F&B,3135,7,Low,Low,1
1,170.0,15,15,F&B,3144,7,Low,High,1
1,268.0,41,41,F&B,3160,7,Low,High,1
1,231.0,301,301,F&B,3169,7,Low,Low,1
1,176.0,219,219,F&B,3190,7,Low,Low,1
1,144.0,399,399,F&B,3220,7,Low,Very Low,1
1,152.0,271,271,F&B,3222,7,Low,Low,1
1,160.1,335,335,F&B,3237,7,Low,Low,1
1,248.0,315,315,F&B,3247,7,Low,Low,1
1,300.1,342,23,F&B,3323,7,Low,High,1
1,114.0,295,295,F&B,3329,7,Low,Low,1
1,119.3,289,289,F&B,3351,7,Low,Low,1
1,400.0,186,186,F&B,3357,7,Low,Low,1
1,134.0,315,315,F&B,3359,7,Low,Low,1
1,236.5,41,41,F&B,3360,7,Low,High,1
1,240.8,360,7,F&B,3363,7,Low,High,1
2,336.0,172,7,F&B,3363,7,Low,High,1
1,46.0,306,33,F&B,3398,7,Low,High,1
2,56.0,293,33,F&B,3398,7,Low,High,1
3,34.0,189,33,F&B,3398,7,Low,High,1
4,60.1,33,33,F&B,3398,7,Medium,High,1
1,148.0,357,78,F&B,3403,7,Low,Medium,1
1,240.0,261,261,F&B,3420,7,Low,Low,1
1,190.0,309,309,F&B,3443,7,Low,Low,1
1,192.0,6,6,F&B,3451,7,Low,High,1
1,190.0,83,83,F&B,3459,7,Low,Medium,1
1,106.0,273,273,F&B,3471,7,Low,Low,1
1,1194.0,39,39,F&B,3477,7,Low,High,2
1,846.1,334,12,F&B,3478,7,Low,High,2
2,1212.0,168,12,F&B,3478,7,Low,High,2
1,161.3,122,122,F&B,3493,7,Low,Medium,1
1,592.0,278,124,F&B,3541,7,Low,Medium,2
1,72.0,363,223,F&B,3560,7,Low,Low,1
2,30.0,223,223,F&B,3560,7,Low,Low,1
1,524.0,52,52,F&B,3582,7,Low,High,1
1,230.2,383,41,F&B,3588,7,Low,High,1
2,230.0,199,41,F&B,3588,7,Low,High,1
3,134.0,41,41,F&B,3588,7,Low,High,1
1,132.0,412,412,F&B,3591,7,Low,Very Low,1
1,76.0,45,45,F&B,3595,7,Low,High,1
1,80.0,276,276,F&B,3601,7,Low,Low,1
1,140.0,199,199,F&B,3616,7,Low,Low,1
1,528.0,95,95,F&B,3640,7,Low,Medium,1
1,306.0,18,18,F&B,3657,7,Low,High,1
1,370.0,190,190,F&B,3683,7,Low,Low,1
1,298.0,244,244,F&B,3695,7,Low,Low,1
1,200.0,176,176,F&B,3709,7,Low,Medium,1
1,194.0,192,192,F&B,3715,7,Low,Low,1
1,126.0,296,296,F&B,3724,7,Low,Low,1
1,83.2,428,428,F&B,3736,7,Low,Very Low,1
1,274.0,151,64,F&B,3740,7,Low,Medium,1
2,338.0,139,64,F&B,3740,7,Low,Medium,1
3,360.0,77,64,F&B,3740,7,Low,Medium,1
1,160.0,440,195,F&B,3746,7,Low,Low,1
1,150.0,122,122,F&B,3754,7,Low,Medium,1
1,151.1,490,100,F&B,3756,7,Low,Medium,1
2,182.0,100,100,F&B,3756,7,Low,Medium,1
1,166.0,293,293,F&B,3762,7,Low,Low,1
1,80.0,543,24,F&B,3774,7,Low,High,1
2,210.0,24,24,F&B,3774,7,Low,High,1
1,100.0,312,312,F&B,3778,7,Low,Low,1
1,244.0,171,171,F&B,3781,7,Low,Medium,1
1,82.0,321,321,F&B,3786,7,Low,Low,1
1,2.0,359,359,F&B,3796,7,Low,Low,1
2,2.0,359,359,F&B,3796,7,Low,Low,1
1,380.0,265,265,F&B,3804,7,Low,Low,1
1,300.0,398,41,F&B,3806,7,Low,High,1
2,218.0,380,41,F&B,3806,7,Low,High,1
3,158.0,313,41,F&B,3806,7,Low,High,1
1,270.0,29,29,F&B,3817,7,Low,High,1
1,78.0,224,224,F&B,3818,7,Low,Low,1
1,250.0,281,281,F&B,3819,7,Low,Low,1
1,238.0,151,49,F&B,3868,7,Low,High,1
2,238.0,137,49,F&B,3868,7,Low,High,1
3,280.0,95,49,F&B,3868,7,Low,High,1
4,249.1,49,49,F&B,3868,7,Medium,High,1
1,220.0,61,61,F&B,3899,7,Low,Medium,1
1,90.0,265,265,F&B,3910,7,Low,Low,1
1,292.7,310,310,F&B,3919,7,Low,Low,1
1,152.1,170,170,F&B,3925,7,Low,Medium,1
1,212.0,192,192,F&B,3927,7,Low,Low,1
1,8.0,450,450,F&B,3949,7,Low,Very Low,1
2,80.0,450,450,F&B,3949,7,Low,Very Low,1
1,286.0,403,403,F&B,3964,7,Low,Very Low,1
1,348.0,111,111,F&B,3965,7,Low,Medium,1
1,138.0,403,403,F&B,3978,7,Low,Very Low,1
1,496.0,83,83,F&B,3996,7,Low,Medium,1
1,46.0,40,40,F&B,4033,7,Low,High,1
1,310.5,258,131,F&B,4035,7,Low,Medium,1
2,350.0,131,131,F&B,4035,7,Low,Medium,1
1,176.0,182,182,F&B,4053,7,Low,Low,1
1,20.0,24,24,F&B,4062,7,Low,High,1
2,186.0,24,24,F&B,4062,7,Low,High,1
1,145.0,27,20,F&B,4069,7,Low,High,1
2,140.0,20,20,F&B,4069,7,Low,High,1
1,134.0,108,108,F&B,4085,7,Low,Medium,1
1,206.0,224,224,F&B,4095,7,Low,Low,1
1,228.0,411,110,F&B,4107,7,Low,Medium,1
1,141.1,280,280,F&B,4124,7,Low,Low,1
1,215.7,187,187,F&B,4148,7,Low,Low,1
1,198.0,38,38,F&B,4170,7,Low,High,1
1,314.0,224,224,F&B,4214,7,Low,Low,1
1,250.0,355,280,F&B,4238,7,Low,Low,1
1,200.0,129,129,F&B,4241,7,Low,Medium,1
1,338.0,161,161,F&B,4283,7,Low,Medium,1
1,134.0,413,413,F&B,4289,7,Low,Very Low,1
1,512.0,81,81,F&B,4320,7,Low,Medium,1
1,750.0,98,98,F&B,4374,7,Low,Medium,2
1,100.0,429,429,F&B,4398,7,Low,Very Low,1
1,198.0,117,117,F&B,4399,7,Low,Medium,1
1,138.0,340,340,F&B,4401,7,Low,Low,1
1,162.0,320,320,F&B,4409,7,Low,Low,1
1,116.0,337,337,F&B,4415,7,Low,Low,1
1,127.0,355,355,F&B,4417,7,Low,Low,1
1,247.9,13,13,F&B,4420,7,Low,High,1
1,290.0,245,245,F&B,4424,7,Low,Low,1
1,220.0,234,234,F&B,4432,7,Low,Low,1
1,178.0,348,348,F&B,4434,7,Low,Low,1
1,138.0,388,388,F&B,4443,7,Low,Very Low,1
1,242.0,22,22,F&B,4453,7,Low,High,1
1,172.0,130,130,F&B,4459,7,Low,Medium,1
1,120.0,156,156,F&B,4461,7,Low,Medium,1
1,184.0,224,224,F&B,4465,7,Low,Low,1
1,151.0,305,305,F&B,4491,7,Low,Low,1
1,172.0,193,193,F&B,4499,7,Low,Low,1
1,284.0,349,349,F&B,4502,7,Low,Low,1
1,328.1,237,237,F&B,4526,7,Low,Low,1
1,176.0,306,306,F&B,4528,7,Low,Low,1
1,308.0,218,37,F&B,4549,7,Low,High,1
2,160.0,37,37,F&B,4549,7,Low,High,1
1,24.0,223,223,F&B,4551,7,Low,Low,1
1,220.0,212,212,F&B,4565,7,Low,Low,1
1,168.0,423,423,F&B,4566,7,Low,Very Low,1
1,372.0,329,55,F&B,4603,7,Low,High,1
2,93.0,266,55,F&B,4603,7,Low,High,1
3,480.0,55,55,F&B,4603,7,Low,High,1
1,98.0,449,449,F&B,4607,7,Low,Very Low,1
1,136.0,175,175,F&B,4612,7,Low,Medium,1
1,127.9,324,324,F&B,4619,7,Low,Low,1
1,195.2,285,285,F&B,4642,7,Low,Low,1
1,110.0,64,64,F&B,4651,7,Low,Medium,1
1,80.0,33,33,F&B,4664,7,Low,High,1
1,116.0,176,165,F&B,4677,7,Low,Medium,1
1,244.0,32,32,F&B,4712,7,Low,High,1
1,392.0,113,113,F&B,4735,7,Low,Medium,1
1,370.0,48,48,F&B,4738,7,Low,High,1
1,162.0,142,142,F&B,4744,7,Low,Medium,1
1,234.0,450,428,F&B,4753,7,Low,Very Low,1
2,120.0,428,428,F&B,4753,7,Low,Very Low,1
1,190.0,13,13,F&B,4761,7,Low,High,1
1,97.5,262,262,F&B,4774,7,Low,Low,1
1,100.0,291,291,F&B,4784,7,Low,Low,1
1,116.0,430,430,F&B,4816,7,Low,Very Low,1
1,125.0,20,20,F&B,4821,7,Low,High,1
1,212.0,187,187,F&B,4822,7,Low,Low,1
1,123.0,307,307,F&B,4824,7,Low,Low,1
1,112.2,211,211,F&B,4851,7,Low,Low,1
1,168.0,189,189,F&B,4871,7,Low,Low,1
1,1689.3,366,35,F&B,4880,7,Low,High,3
2,1095.0,350,35,F&B,4880,7,Low,High,2
1,224.0,301,301,F&B,4882,7,Low,Low,1
1,100.0,348,348,F&B,4888,7,Low,Low,1
1,200.0,70,70,F&B,4894,7,Low,Medium,1
1,80.0,344,295,F&B,4949,7,Low,Low,1
2,86.3,295,295,F&B,4949,7,Low,Low,1
1,332.0,374,368,F&B,4953,7,Low,Very Low,1
2,10.0,368,368,F&B,4953,7,Low,Very Low,1
1,136.0,258,258,F&B,4954,7,Low,Low,1
1,70.0,370,370,F&B,4970,7,Low,Very Low,1
1,118.0,307,307,F&B,4974,7,Low,Low,1
1,169.5,251,251,F&B,5011,7,Low,Low,1
1,200.0,94,94,F&B,5016,7,Low,Medium,1
1,144.0,365,365,F&B,5020,7,Low,Low,1
1,109.2,27,27,F&B,5025,7,Low,High,1
1,160.0,188,188,F&B,5026,7,Low,Low,1
1,172.0,221,221,F&B,5031,7,Low,Low,1
1,760.1,362,20,F&B,5033,7,Low,High,2
2,155.0,20,20,F&B,5033,7,Low,High,1
1,434.0,34,34,F&B,5079,7,Low,High,1
1,236.0,109,109,F&B,5080,7,Low,Medium,1
1,478.0,370,370,F&B,5088,7,Low,Very Low,1
1,160.4,132,132,F&B,5110,7,Low,Medium,1
1,162.0,217,217,F&B,5128,7,Low,Low,1
1,380.4,200,52,F&B,5142,7,Low,High,1
2,156.0,52,52,F&B,5142,7,Low,High,1
1,106.0,398,398,F&B,5158,7,Low,Very Low,1
1,148.0,440,440,F&B,5161,7,Low,Very Low,1
1,164.0,386,126,F&B,5169,7,Low,Medium,1
2,65.6,209,126,F&B,5169,7,Low,Medium,1
1,287.6,399,6,F&B,5184,7,Low,High,1
2,194.0,340,6,F&B,5184,7,Low,High,1
1,128.0,84,84,F&B,5187,7,Low,Medium,1
1,96.0,358,358,F&B,5199,7,Low,Low,1
1,102.0,343,343,F&B,5213,7,Low,Low,1
1,371.0,253,63,F&B,5221,7,Low,Medium,1
1,344.0,12,11,F&B,5236,7,Low,High,1
1,183.0,321,321,F&B,5239,7,Low,Low,1
1,264.2,328,328,F&B,5260,7,Low,Low,1
1,138.4,400,29,F&B,5267,7,Low,High,1
2,144.0,29,29,F&B,5267,7,Low,High,1
1,224.0,97,97,F&B,5277,7,Low,Medium,1
1,120.0,2,2,F&B,5292,7,Low,High,1
1,108.8,358,358,F&B,5305,7,Low,Low,1
1,342.0,263,107,F&B,5308,7,Low,Medium,1
1,146.0,319,319,F&B,5312,7,Low,Low,1
1,180.0,315,315,F&B,5345,7,Low,Low,1
1,124.1,447,20,F&B,5348,7,Low,High,1
2,72.0,270,20,F&B,5348,7,Low,High,1
3,111.0,20,20,F&B,5348,7,Low,High,1
1,250.0,247,247,F&B,5356,7,Low,Low,1
1,134.0,352,27,F&B,5369,7,Low,High,1
2,124.0,27,27,F&B,5369,7,Low,High,1
1,112.0,253,253,F&B,5391,7,Low,Low,1
1,88.0,269,269,F&B,5392,7,Low,Low,1
1,445.5,305,305,F&B,5406,7,Low,Low,1
1,95.7,412,20,F&B,5407,7,Low,High,1
2,125.0,20,20,F&B,5407,7,Low,High,1
1,220.0,12,12,F&B,5411,7,Low,High,1
1,156.0,243,58,F&B,5412,7,Low,High,1
2,188.0,58,58,F&B,5412,7,Low,High,1
1,88.0,525,525,F&B,5421,7,Low,Very Low,1
1,190.0,301,301,F&B,5426,7,Low,Low,1
1,294.0,93,50,F&B,5449,7,Low,High,1
2,60.0,50,50,F&B,5449,7,Low,High,1
1,302.0,260,260,F&B,5462,7,Low,Low,1
1,170.0,395,395,F&B,5469,7,Low,Very Low,1
1,180.0,368,368,F&B,5508,7,Low,Very Low,1
1,221.6,36,36,F&B,5533,7,Low,High,1
1,70.0,376,376,F&B,5534,7,Low,Very Low,1
1,322.0,440,12,F&B,5556,7,Low,High,1
2,150.0,327,12,F&B,5556,7,Low,High,1
3,30.0,306,12,F&B,5556,7,Low,High,1
4,44.0,264,12,F&B,5556,7,Medium,High,1
5,45.0,34,12,F&B,5556,7,Medium,High,1
1,110.0,44,44,F&B,5581,7,Low,High,1
1,156.0,283,283,F&B,5598,7,Low,Low,1
1,154.0,353,353,F&B,5608,7,Low,Low,1
1,118.0,371,371,F&B,5617,7,Low,Very Low,1
1,420.0,363,59,F&B,5628,7,Low,High,1
1,193.1,357,357,F&B,5683,7,Low,Low,1
1,106.0,340,340,F&B,5700,7,Low,Low,1
1,378.0,5,5,F&B,5701,7,Low,High,1
1,188.0,395,395,F&B,5718,7,Low,Very Low,1
1,108.0,65,65,F&B,5732,7,Low,Medium,1
1,106.0,282,34,F&B,5734,7,Low,High,1
1,264.0,84,84,F&B,5736,7,Low,Medium,1
1,148.0,293,293,F&B,5741,7,Low,Low,1
1,87.0,308,41,F&B,5747,7,Low,High,1
2,43.5,308,41,F&B,5747,7,Low,High,1
1,135.6,271,271,F&B,5799,7,Low,Low,1
1,74.3,423,423,F&B,5804,7,Low,Very Low,1
1,142.0,301,301,F&B,5812,7,Low,Low,1
1,94.1,259,41,F&B,5813,7,Low,High,1
2,110.0,41,41,F&B,5813,7,Low,High,1
1,316.0,55,55,F&B,5817,7,Low,High,1
1,134.0,374,374,F&B,5855,7,Low,Very Low,1
1,220.2,355,355,F&B,5898,7,Low,Low,1
1,140.0,393,393,F&B,5915,7,Low,Very Low,1
1,446.0,302,20,F&B,5930,7,Low,High,1
1,60.0,462,68,F&B,5948,7,Low,Medium,1
2,54.0,68,68,F&B,5948,7,Low,Medium,1
1,168.0,196,196,F&B,5950,7,Low,Low,1
1,216.0,51,51,F&B,5991,7,Low,High,1
1,160.0,189,189,F&B,6007,7,Low,Low,1
1,182.0,76,76,F&B,6011,7,Low,Medium,1
1,226.0,146,146,F&B,6027,7,Low,Medium,1
1,598.0,541,541,F&B,6031,7,Low,Very Low,2
1,138.1,268,268,F&B,6036,7,Low,Low,1
1,154.0,392,392,F&B,6048,7,Low,Very Low,1
1,146.8,474,13,F&B,6051,7,Low,High,1
1,198.0,335,64,F&B,6052,7,Low,Medium,1
2,124.0,178,64,F&B,6052,7,Low,Medium,1
3,236.0,64,64,F&B,6052,7,Low,Medium,1
1,284.0,128,128,F&B,6070,7,Low,Medium,1
1,55.0,513,513,F&B,6093,7,Low,Very Low,1
1,340.0,341,53,F&B,6097,7,Low,High,1
2,120.0,303,53,F&B,6097,7,Low,High,1
3,240.0,175,53,F&B,6097,7,Low,High,1
4,240.0,53,53,F&B,6097,7,Medium,High,1
1,120.0,37,37,F&B,6114,7,Low,High,1
1,216.0,190,190,F&B,6119,7,Low,Low,1
1,258.0,297,297,F&B,6136,7,Low,Low,1
1,181.0,370,370,F&B,6137,7,Low,Very Low,1
1,250.0,352,352,F&B,6153,7,Low,Low,1
1,170.5,39,39,F&B,6171,7,Low,High,1
1,166.0,493,166,F&B,6181,7,Low,Medium,1
2,116.9,166,166,F&B,6181,7,Low,Medium,1
1,300.0,98,98,F&B,6185,7,Low,Medium,1
1,340.8,204,58,F&B,6191,7,Low,High,1
2,110.0,58,58,F&B,6191,7,Low,High,1
1,116.0,356,356,F&B,6197,7,Low,Low,1
1,925.0,51,4,F&B,6202,7,Low,High,2
2,1676.6,4,4,F&B,6202,7,Low,High,3
1,141.0,41,41,F&B,6206,7,Low,High,1
1,184.0,24,24,F&B,6209,7,Low,High,1
1,170.0,13,13,F&B,6210,7,Low,High,1
1,650.0,216,216,F&B,6214,7,Low,Low,2
1,320.0,80,80,F&B,6230,7,Low,Medium,1
1,104.0,387,284,F&B,6232,7,Low,Low,1
1,146.0,374,374,F&B,6243,7,Low,Very Low,1
1,248.1,377,377,F&B,6256,7,Low,Very Low,1
1,281.4,119,119,F&B,6259,7,Low,Medium,1
1,138.0,374,374,F&B,6274,7,Low,Very Low,1
1,120.0,346,346,F&B,6339,7,Low,Low,1
1,230.0,91,91,F&B,6362,7,Low,Medium,1
1,160.0,33,33,F&B,6366,7,Low,High,1
1,182.0,188,188,F&B,6372,7,Low,Low,1
1,248.3,283,283,F&B,6382,7,Low,Low,1
1,480.0,32,30,F&B,6384,7,Low,High,1
2,728.0,30,30,F&B,6384,7,Low,High,2
1,492.0,397,397,F&B,6409,7,Low,Very Low,1
1,212.0,284,123,F&B,6429,7,Low,Medium,1
2,236.0,123,123,F&B,6429,7,Low,Medium,1
1,684.0,31,31,F&B,6431,7,Low,High,2
1,203.5,220,220,F&B,6434,7,Low,Low,1
1,250.0,10,10,F&B,6440,7,Low,High,1
1,108.0,298,298,F&B,6448,7,Low,Low,1
1,152.0,269,269,F&B,6449,7,Low,Low,1
1,180.0,209,209,F&B,6450,7,Low,Low,1
1,184.0,149,149,F&B,6458,7,Low,Medium,1
1,44.0,487,487,F&B,6486,7,Low,Very Low,1
1,31.5,438,438,F&B,6493,7,Low,Very Low,1
1,160.0,179,179,F&B,6501,7,Low,Medium,1
1,174.1,196,196,F&B,6506,7,Low,Low,1
1,260.0,354,49,F&B,6508,7,Low,High,1
1,246.0,49,49,F&B,6550,7,Low,High,1
1,330.0,74,74,F&B,6555,7,Low,Medium,1
1,154.0,354,45,F&B,6577,7,Low,High,1
2,320.0,45,45,F&B,6577,7,Low,High,1
1,290.0,133,133,F&B,6581,7,Low,Medium,1
1,270.0,27,27,F&B,6582,7,Low,High,1
1,270.0,38,38,F&B,6596,7,Low,High,1
1,182.0,143,143,F&B,6599,7,Low,Medium,1
1,279.0,280,280,F&B,6607,7,Low,Low,1
1,440.0,44,44,F&B,6631,7,Low,High,1
1,232.1,364,364,F&B,6640,7,Low,Low,1
1,322.0,152,152,F&B,6649,7,Low,Medium,1
1,214.0,123,123,F&B,6672,7,Low,Medium,1
1,180.0,28,28,F&B,6680,7,Low,High,1
1,100.0,71,71,F&B,6692,7,Low,Medium,1
1,142.0,143,143,F&B,6697,7,Low,Medium,1
1,184.0,180,180,F&B,6699,7,Low,Medium,1
1,141.0,423,423,F&B,6710,7,Low,Very Low,1
1,478.0,300,300,F&B,6716,7,Low,Low,1
1,302.0,207,207,F&B,6734,7,Low,Low,1
1,112.1,325,325,F&B,6742,7,Low,Low,1
1,200.0,23,23,F&B,6760,7,Low,High,1
1,256.0,225,225,F&B,6761,7,Low,Low,1
1,760.1,70,70,F&B,6772,7,Low,Medium,2
1,1008.0,454,454,F&B,6813,7,Low,Very Low,2
1,196.0,320,320,F&B,6814,7,Low,Low,1
1,206.0,323,16,F&B,6817,7,Low,High,1
2,96.0,245,16,F&B,6817,7,Low,High,1
3,226.0,16,16,F&B,6817,7,Low,High,1
1,122.5,251,251,F&B,6828,7,Low,Low,1
1,154.0,335,335,F&B,6835,7,Low,Low,1
1,178.0,117,117,F&B,6855,7,Low,Medium,1
1,98.4,392,360,F&B,6856,7,Low,Low,1
1,192.0,367,143,F&B,6892,7,Low,Medium,1
2,170.0,143,143,F&B,6892,7,Low,Medium,1
1,126.0,117,117,F&B,6895,7,Low,Medium,1
1,140.0,364,71,F&B,6913,7,Low,Medium,1
1,250.0,346,346,F&B,6921,7,Low,Low,1
1,371.2,137,137,F&B,6927,7,Low,Medium,1
1,265.9,313,313,F&B,6941,7,Low,Low,1
1,182.0,2,2,F&B,6946,7,Low,High,1
1,56.0,294,294,F&B,6949,7,Low,Low,1
1,116.0,329,329,F&B,6955,7,Low,Low,1
1,254.0,62,62,F&B,6956,7,Low,Medium,1
1,191.2,258,258,F&B,7057,7,Low,Low,1
1,74.0,418,11,F&B,7082,7,Low,High,1
1,113.6,363,363,F&B,7086,7,Low,Low,1
1,418.0,38,38,F&B,7098,7,Low,High,1
1,111.0,358,358,F&B,7121,7,Low,Low,1
1,100.0,302,302,F&B,7122,7,Low,Low,1
1,198.0,289,289,F&B,7148,7,Low,Low,1
1,408.0,18,18,F&B,7156,7,Low,High,1
1,186.0,226,226,F&B,7158,7,Low,Low,1
1,267.1,314,314,F&B,7162,7,Low,Low,1
1,300.0,9,9,F&B,7181,7,Low,High,1
1,95.1,5,5,F&B,7182,7,Low,High,1
1,116.0,34,34,F&B,7190,7,Low,High,1
1,178.1,145,145,F&B,7206,7,Low,Medium,1
1,154.3,288,288,F&B,7220,7,Low,Low,1
1,176.0,218,218,F&B,7235,7,Low,Low,1
1,180.0,182,182,F&B,7242,7,Low,Low,1
